Customer_ID,Region,Age,Average_Premium_Paid,NPS_Score,Years_as_Customer,Feedback
CUST_0342,Rest of Switzerland,42,4924.18,5,17,The premiums are too expensive for what is offered.
CUST_0343,Rest of Switzerland,49,5270.36,7,16,The policy is decent but not outstanding.
CUST_0344,Rest of Switzerland,40,1901.68,5,5,The premiums are too expensive for what is offered.
CUST_0345,Ticino,41,3472.77,7,13,Pricing is similar to other companies.
CUST_0346,Ticino,51,1615.39,8,5,Claims process was average.
CUST_0347,Ticino,61,2988.36,6,5,Unhappy with the claims resolution process.
CUST_0348,Rest of Switzerland,31,3476.64,4,3,Claims handling took too long.
CUST_0349,Rest of Switzerland,39,1408.04,8,5,"Customer service was okay, nothing exceptional."
CUST_0350,Rest of Switzerland,46,2676.04,7,11,Service is fine but could improve in some areas.
CUST_0351,Rest of Switzerland,41,4186.09,8,11,Service is fine but could improve in some areas.
CUST_0352,Rest of Switzerland,35,2971.49,7,5,Pricing is similar to other companies.
CUST_0353,Rest of Switzerland,49,2418.79,7,6,Pricing is similar to other companies.
CUST_0354,Rest of Switzerland,50,1099.73,9,9,Customer service was very supportive.
CUST_0355,Rest of Switzerland,37,4660.55,6,12,Customer service was unresponsive.
CUST_0356,Rest of Switzerland,40,4336.86,4,16,Claims handling took too long.
CUST_0357,Rest of Switzerland,38,2125.09,7,1,The policy is decent but not outstanding.
CUST_0358,Rest of Switzerland,45,1755.4,8,12,The policy is decent but not outstanding.
CUST_0359,Rest of Switzerland,46,1930.72,7,9,Claims process was average.
CUST_0360,Rest of Switzerland,40,3927.48,4,10,Customer service was unresponsive.
CUST_0361,Rest of Switzerland,40,3690.97,5,11,The premiums are too expensive for what is offered.
CUST_0362,Rest of Switzerland,39,1134.23,8,6,Claims process was average.
CUST_0363,Rest of Switzerland,41,3601.84,6,3,Unhappy with the claims resolution process.
CUST_0364,Rest of Switzerland,32,2806.36,7,4,The policy is decent but not outstanding.
CUST_0365,Rest of Switzerland,38,4454.0,8,5,Pricing is similar to other companies.
CUST_0366,Rest of Switzerland,41,2144.95,7,13,Pricing is similar to other companies.
CUST_0367,Rest of Switzerland,40,3042.77,5,11,Customer service was unresponsive.
CUST_0368,Rest of Switzerland,40,2760.97,8,7,Service is fine but could improve in some areas.
CUST_0369,Ticino,64,3305.24,9,9,Claims were handled quickly and efficiently.
CUST_0370,Ticino,55,2897.32,9,10,Claims were handled quickly and efficiently.
CUST_0371,Rest of Switzerland,36,4091.33,9,5,Customer service was very supportive.
CUST_0372,Ticino,62,2201.34,9,7,I am very satisfied with the claims process.
CUST_0373,Rest of Switzerland,46,2356.79,5,5,The policy is overpriced compared to competitors.
CUST_0374,Rest of Switzerland,33,5399.99,6,11,Unhappy with the claims resolution process.
CUST_0375,Ticino,42,2363.88,8,5,Service is fine but could improve in some areas.
CUST_0376,Ticino,66,2471.86,10,13,Great value for the premium paid!
CUST_0377,Ticino,52,1205.89,9,2,I am very satisfied with the claims process.
CUST_0378,Rest of Switzerland,37,5999.99,6,9,The premiums are too expensive for what is offered.
CUST_0379,Rest of Switzerland,27,5482.92,7,12,Pricing is similar to other companies.
CUST_0380,Rest of Switzerland,35,4977.78,6,15,The premiums are too expensive for what is offered.
CUST_0381,Rest of Switzerland,48,3554.17,7,8,Pricing is similar to other companies.
CUST_0382,Rest of Switzerland,45,3414.42,8,18,Pricing is similar to other companies.
CUST_0383,Rest of Switzerland,40,3500.41,4,8,The premiums are too expensive for what is offered.
CUST_0384,Rest of Switzerland,47,3939.25,7,20,Claims process was average.
CUST_0385,Rest of Switzerland,40,4694.6,4,5,Customer service was unresponsive.
CUST_0386,Rest of Switzerland,43,2343.13,5,8,Unhappy with the claims resolution process.
CUST_0387,Ticino,60,2924.59,10,3,I am very satisfied with the claims process.
CUST_0388,Rest of Switzerland,32,4785.56,6,3,Customer service was unresponsive.
CUST_0389,Rest of Switzerland,37,1468.61,5,2,Unhappy with the claims resolution process.
CUST_0390,Rest of Switzerland,37,3647.05,7,5,The policy is decent but not outstanding.
CUST_0391,Rest of Switzerland,38,1379.59,7,18,The policy is decent but not outstanding.
CUST_0392,Rest of Switzerland,45,5452.18,5,13,Customer service was unresponsive.
CUST_0393,Rest of Switzerland,45,1413.42,9,13,Great value for the premium paid!
CUST_0394,Rest of Switzerland,44,1530.76,5,10,Customer service was unresponsive.
CUST_0395,Rest of Switzerland,47,1553.14,8,9,Pricing is similar to other companies.
CUST_0396,Rest of Switzerland,38,3057.64,5,17,The policy is overpriced compared to competitors.
CUST_0397,Rest of Switzerland,41,4485.41,7,15,The policy is decent but not outstanding.
CUST_0398,Ticino,47,1061.19,7,6,The policy is decent but not outstanding.
CUST_0399,Rest of Switzerland,37,4280.64,6,11,Claims handling took too long.
CUST_0400,Rest of Switzerland,45,2638.33,5,3,Claims handling took too long.
CUST_0401,Rest of Switzerland,41,4143.55,5,12,The policy is overpriced compared to competitors.
CUST_0402,Rest of Switzerland,42,3254.28,5,17,Claims handling took too long.
CUST_0403,Rest of Switzerland,38,3192.9,8,18,Service is fine but could improve in some areas.
CUST_0404,Rest of Switzerland,42,2507.76,8,17,Service is fine but could improve in some areas.
CUST_0405,Rest of Switzerland,35,1368.42,9,9,Customer service was very supportive.
CUST_0406,Ticino,70,2945.21,10,3,Customer service was very supportive.
CUST_0407,Rest of Switzerland,41,2331.17,4,3,The policy is overpriced compared to competitors.
CUST_0408,Rest of Switzerland,37,2664.43,8,5,Pricing is similar to other companies.
CUST_0409,Rest of Switzerland,36,4290.01,6,8,The premiums are too expensive for what is offered.
CUST_0410,Ticino,51,1956.55,10,9,Claims were handled quickly and efficiently.
CUST_0411,Rest of Switzerland,41,3259.34,6,13,The policy is overpriced compared to competitors.
CUST_0412,Rest of Switzerland,29,1320.88,4,9,Claims handling took too long.
CUST_0413,Rest of Switzerland,42,3159.13,6,8,Claims handling took too long.
CUST_0414,Rest of Switzerland,42,1827.83,4,7,The premiums are too expensive for what is offered.
CUST_0415,Rest of Switzerland,41,2198.59,4,14,The premiums are too expensive for what is offered.
CUST_0416,Rest of Switzerland,42,4001.51,9,15,Customer service was very supportive.
CUST_0417,Rest of Switzerland,30,2178.41,4,9,Claims handling took too long.
CUST_0418,Rest of Switzerland,52,2295.91,10,8,Great value for the premium paid!
CUST_0419,Rest of Switzerland,37,3688.69,7,8,Claims process was average.
CUST_0420,Ticino,56,3008.62,10,8,Claims were handled quickly and efficiently.
CUST_0421,Rest of Switzerland,35,2551.99,4,9,Claims handling took too long.
CUST_0422,Rest of Switzerland,36,4382.68,8,14,Service is fine but could improve in some areas.
CUST_0423,Rest of Switzerland,36,1208.88,6,11,Claims handling took too long.
CUST_0424,Rest of Switzerland,44,3261.55,7,4,Pricing is similar to other companies.
CUST_0425,Rest of Switzerland,44,1136.65,9,7,Customer service was very supportive.
CUST_0426,Rest of Switzerland,35,4292.29,8,5,Claims process was average.
CUST_0427,Rest of Switzerland,46,2210.76,5,16,Customer service was unresponsive.
CUST_0428,Rest of Switzerland,46,3729.72,8,5,Service is fine but could improve in some areas.
CUST_0429,Rest of Switzerland,42,3226.56,6,4,The policy is overpriced compared to competitors.
CUST_0430,Ticino,50,2389.04,10,7,Customer service was very supportive.
CUST_0431,Rest of Switzerland,35,1191.36,8,4,Claims process was average.
CUST_0432,Rest of Switzerland,41,5640.4,4,19,The premiums are too expensive for what is offered.
CUST_0433,Rest of Switzerland,42,2233.48,9,8,Claims were handled quickly and efficiently.
CUST_0434,Rest of Switzerland,33,5126.18,8,15,The policy is decent but not outstanding.
CUST_0435,Rest of Switzerland,43,2019.79,4,1,The policy is overpriced compared to competitors.
CUST_0436,Rest of Switzerland,37,5880.25,7,15,Pricing is similar to other companies.
CUST_0437,Rest of Switzerland,30,2760.22,5,17,Customer service was unresponsive.
CUST_0438,Rest of Switzerland,34,2587.48,9,5,I am very satisfied with the claims process.
CUST_0439,Rest of Switzerland,35,1457.68,8,8,"Customer service was okay, nothing exceptional."
CUST_0440,Rest of Switzerland,36,1991.77,9,13,Competitive pricing for a comprehensive policy.
CUST_0441,Rest of Switzerland,31,2472.1,7,9,Pricing is similar to other companies.
CUST_0442,Rest of Switzerland,39,2852.28,7,18,The policy is decent but not outstanding.
CUST_0443,Ticino,53,3221.23,8,7,Claims process was average.
CUST_0444,Rest of Switzerland,38,4042.16,4,6,The policy is overpriced compared to competitors.
CUST_0445,Rest of Switzerland,38,4591.26,4,12,Claims handling took too long.
CUST_0446,Rest of Switzerland,37,2167.08,8,11,Service is fine but could improve in some areas.
CUST_0447,Rest of Switzerland,41,3643.34,7,3,The policy is decent but not outstanding.
CUST_0448,Rest of Switzerland,33,3678.06,5,16,The premiums are too expensive for what is offered.
CUST_0449,Rest of Switzerland,37,4120.37,6,11,The policy is overpriced compared to competitors.
CUST_0450,Rest of Switzerland,38,1876.85,8,2,"Customer service was okay, nothing exceptional."
CUST_0451,Rest of Switzerland,41,2372.09,7,6,"Customer service was okay, nothing exceptional."
CUST_0452,Rest of Switzerland,39,3748.26,6,8,The policy is overpriced compared to competitors.
CUST_0453,Rest of Switzerland,34,3981.7,7,4,The policy is decent but not outstanding.
CUST_0454,Ticino,49,1824.96,7,8,The policy is decent but not outstanding.
CUST_0455,Rest of Switzerland,44,2477.0,9,6,Competitive pricing for a comprehensive policy.
CUST_0456,Rest of Switzerland,48,2298.68,6,3,The premiums are too expensive for what is offered.
CUST_0457,Rest of Switzerland,45,1915.36,5,3,The premiums are too expensive for what is offered.
CUST_0458,Rest of Switzerland,34,4628.74,4,12,The premiums are too expensive for what is offered.
CUST_0459,Rest of Switzerland,48,2293.55,7,3,The policy is decent but not outstanding.
CUST_0460,Rest of Switzerland,40,4777.16,7,9,Service is fine but could improve in some areas.
CUST_0461,Rest of Switzerland,48,2743.15,7,9,The policy is decent but not outstanding.
CUST_0462,Ticino,49,2800.83,8,8,"Customer service was okay, nothing exceptional."
CUST_0463,Rest of Switzerland,46,4444.56,6,17,The policy is overpriced compared to competitors.
CUST_0464,Ticino,50,1998.24,10,8,Claims were handled quickly and efficiently.
CUST_0465,Rest of Switzerland,39,5662.24,7,14,Claims process was average.
CUST_0466,Rest of Switzerland,46,3270.95,9,17,Customer service was very supportive.
CUST_0467,Rest of Switzerland,38,2832.5,8,14,Service is fine but could improve in some areas.
CUST_0468,Ticino,51,1387.44,10,7,Competitive pricing for a comprehensive policy.
CUST_0469,Rest of Switzerland,29,3593.46,2,4,The policy is overpriced compared to competitors.
CUST_0470,Rest of Switzerland,32,1329.02,6,10,Unhappy with the claims resolution process.
CUST_0471,Rest of Switzerland,25,3328.13,3,11,Customer service was unresponsive.
CUST_0472,Rest of Switzerland,39,3390.42,7,12,Claims process was average.
CUST_0473,Rest of Switzerland,43,1104.12,9,10,Customer service was very supportive.
CUST_0474,Ticino,53,3067.77,10,4,Customer service was very supportive.
CUST_0475,Rest of Switzerland,40,3563.11,8,3,The policy is decent but not outstanding.
CUST_0476,Ticino,66,1500.08,9,4,Great value for the premium paid!
CUST_0477,Rest of Switzerland,37,4591.22,9,4,Customer service was very supportive.
CUST_0478,Rest of Switzerland,36,5055.49,9,7,Customer service was very supportive.
CUST_0479,Ticino,50,1824.06,6,3,Customer service was unresponsive.
CUST_0480,Rest of Switzerland,39,2701.08,9,13,Claims were handled quickly and efficiently.
CUST_0481,Ticino,51,3284.0,10,9,Great value for the premium paid!
CUST_0482,Ticino,50,3283.4,7,13,"Customer service was okay, nothing exceptional."
CUST_0483,Rest of Switzerland,38,2203.8,4,1,Customer service was unresponsive.
CUST_0484,Rest of Switzerland,46,3578.24,5,7,The premiums are too expensive for what is offered.
CUST_0485,Rest of Switzerland,37,3938.18,7,13,Claims process was average.
CUST_0486,Rest of Switzerland,44,3861.08,7,9,Pricing is similar to other companies.
CUST_0487,Rest of Switzerland,40,1586.51,7,5,"Customer service was okay, nothing exceptional."
CUST_0488,Rest of Switzerland,38,2453.23,5,6,Customer service was unresponsive.
CUST_0489,Rest of Switzerland,30,5629.33,9,12,Claims were handled quickly and efficiently.
CUST_0490,Rest of Switzerland,37,2938.55,6,4,Claims handling took too long.
CUST_0491,Rest of Switzerland,40,2025.52,7,8,"Customer service was okay, nothing exceptional."
CUST_0492,Rest of Switzerland,31,5349.13,4,15,Unhappy with the claims resolution process.
CUST_0493,Ticino,54,2712.64,8,4,Pricing is similar to other companies.
CUST_0494,Ticino,59,2023.56,7,11,"Customer service was okay, nothing exceptional."
CUST_0495,Ticino,47,3404.09,9,10,Great value for the premium paid!
CUST_0496,Rest of Switzerland,41,1496.34,8,7,Claims process was average.
CUST_0497,Rest of Switzerland,42,3092.57,5,3,The policy is overpriced compared to competitors.
CUST_0498,Rest of Switzerland,41,3506.89,7,12,The policy is decent but not outstanding.
CUST_0499,Rest of Switzerland,38,3200.86,9,17,Claims were handled quickly and efficiently.
CUST_0500,Rest of Switzerland,42,3394.7,8,8,"Customer service was okay, nothing exceptional."
CUST_0501,Rest of Switzerland,50,1737.49,9,11,Customer service was very supportive.
CUST_0502,Ticino,46,1849.76,7,6,The policy is decent but not outstanding.
CUST_0503,Rest of Switzerland,40,1564.67,9,15,I am very satisfied with the claims process.
CUST_0504,Rest of Switzerland,31,2126.48,7,14,The policy is decent but not outstanding.
CUST_0505,Rest of Switzerland,26,3947.22,3,3,Customer service was unresponsive.
CUST_0506,Ticino,62,2675.82,10,2,Customer service was very supportive.
CUST_0507,Rest of Switzerland,48,3668.38,8,11,"Customer service was okay, nothing exceptional."
CUST_0508,Rest of Switzerland,39,2792.03,8,13,The policy is decent but not outstanding.
CUST_0509,Rest of Switzerland,32,4579.43,5,15,Customer service was unresponsive.
CUST_0510,Rest of Switzerland,40,2236.88,8,11,Claims process was average.
CUST_0511,Ticino,53,1248.83,10,10,Competitive pricing for a comprehensive policy.
CUST_0512,Rest of Switzerland,31,1219.58,9,1,Claims were handled quickly and efficiently.
CUST_0513,Rest of Switzerland,41,3554.22,9,2,Great value for the premium paid!
CUST_0514,Rest of Switzerland,39,4897.86,4,12,The policy is overpriced compared to competitors.
CUST_0515,Ticino,51,1991.57,9,12,Competitive pricing for a comprehensive policy.
CUST_0516,Rest of Switzerland,43,3114.55,5,5,Unhappy with the claims resolution process.
CUST_0517,Rest of Switzerland,36,1723.28,5,11,The premiums are too expensive for what is offered.
CUST_0518,Rest of Switzerland,44,2591.7,5,15,Claims handling took too long.
CUST_0519,Rest of Switzerland,36,1034.08,5,13,Customer service was unresponsive.
CUST_0520,Rest of Switzerland,42,3065.75,8,7,Pricing is similar to other companies.
CUST_0521,Rest of Switzerland,39,2801.92,8,7,Pricing is similar to other companies.
CUST_0522,Rest of Switzerland,25,4167.04,4,9,Unhappy with the claims resolution process.
CUST_0523,Rest of Switzerland,44,4981.18,5,11,Customer service was unresponsive.
CUST_0524,Ticino,56,2875.94,9,2,Great value for the premium paid!
CUST_0525,Ticino,51,3113.62,9,2,I am very satisfied with the claims process.
CUST_0526,Rest of Switzerland,47,2097.1,4,17,The premiums are too expensive for what is offered.
CUST_0527,Ticino,39,3479.09,10,3,I am very satisfied with the claims process.
CUST_0528,Rest of Switzerland,40,4978.7,9,6,Claims were handled quickly and efficiently.
CUST_0529,Rest of Switzerland,39,2689.88,8,4,The policy is decent but not outstanding.
CUST_0530,Rest of Switzerland,38,1374.89,7,9,Claims process was average.
CUST_0531,Rest of Switzerland,37,4322.06,5,8,The premiums are too expensive for what is offered.
